source,row,column,detected_bbox,status,asset_id,reason
05-1000263627.png,3,1,"[19, 314, 155, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,2,"[168, 314, 305, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,3,"[319, 314, 457, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,4,"[472, 314, 609, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,5,"[623, 314, 760, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,6,"[774, 315, 912, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,7,"[926, 314, 1064, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,8,"[1079, 314, 1217, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,9,"[1231, 314, 1367, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,3,10,"[1380, 314, 1517, 446]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,1,"[19, 458, 155, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,2,"[168, 458, 304, 588]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,3,"[319, 458, 457, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,4,"[472, 458, 609, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,5,"[623, 457, 760, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,6,"[774, 458, 912, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,7,"[926, 458, 1064, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,8,"[1079, 458, 1217, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,9,"[1231, 458, 1367, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,4,10,"[1380, 458, 1517, 589]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,1,"[19, 604, 154, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,2,"[168, 604, 304, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,3,"[319, 604, 457, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,4,"[472, 604, 609, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,5,"[624, 604, 760, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,6,"[774, 604, 911, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,7,"[926, 604, 1064, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,8,"[1079, 604, 1216, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,9,"[1232, 604, 1366, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,5,10,"[1380, 604, 1517, 738]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,1,"[19, 751, 154, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,2,"[168, 751, 304, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,3,"[319, 751, 457, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,4,"[472, 751, 609, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,5,"[623, 751, 760, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,6,"[774, 751, 911, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,7,"[926, 751, 1064, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,8,"[1079, 751, 1217, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,9,"[1231, 751, 1367, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,6,10,"[1380, 751, 1517, 886]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,7,1,"[19, 899, 154, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,2,"[168, 899, 304, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,3,"[319, 899, 457, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,4,"[472, 899, 609, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,5,"[623, 899, 760, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,6,"[774, 899, 912, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,7,"[926, 899, 1064, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,8,"[1079, 899, 1217, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,9,"[1231, 899, 1367, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,7,10,"[1380, 899, 1517, 1035]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,8,1,"[19, 1050, 154, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,2,"[168, 1050, 304, 1184]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,3,"[319, 1050, 457, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,4,"[472, 1050, 609, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,5,"[623, 1050, 760, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,6,"[774, 1050, 912, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,7,"[926, 1050, 1064, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,8,"[1079, 1050, 1217, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,9,"[1231, 1050, 1366, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,8,10,"[1380, 1050, 1517, 1185]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,1,"[19, 1197, 154, 1335]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,2,"[168, 1197, 305, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,3,"[319, 1197, 457, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,4,"[472, 1197, 609, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,5,"[624, 1197, 760, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,6,"[774, 1197, 912, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,7,"[926, 1197, 1064, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,8,"[1079, 1197, 1217, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,9,"[1231, 1197, 1367, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,9,10,"[1380, 1197, 1516, 1334]",excluded,,style_or_near_duplicate: 葉・地面・水面の描写差。基準の土地・樹木・水場を優先
05-1000263627.png,10,1,"[20, 1351, 119, 1474]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,10,2,"[130, 1351, 229, 1474]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,10,3,"[241, 1351, 341, 1474]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,10,4,"[353, 1351, 452, 1474]",retained,map_concrete,supplement_missing_material_or_function
05-1000263627.png,10,5,"[464, 1351, 563, 1474]",retained,map_gravel,supplement_missing_material_or_function
05-1000263627.png,10,6,"[575, 1351, 674, 1475]",retained,map_paving_weeds,supplement_missing_material_or_function
05-1000263627.png,10,7,"[685, 1351, 784, 1475]",retained,map_wood_dark,supplement_missing_material_or_function
05-1000263627.png,10,8,"[796, 1351, 894, 1474]",retained,map_wood_light,supplement_missing_material_or_function
05-1000263627.png,10,9,"[906, 1351, 1005, 1475]",retained,map_sand,supplement_missing_material_or_function
05-1000263627.png,10,10,"[1017, 1351, 1117, 1474]",retained,map_soil_dark,supplement_missing_material_or_function
05-1000263627.png,10,11,"[1241, 1351, 1374, 1474]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
05-1000263627.png,10,12,"[1387, 1351, 1516, 1474]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,1,"[18, 23, 155, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,2,"[169, 23, 304, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,3,"[320, 23, 457, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,4,"[472, 23, 609, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,5,"[624, 23, 761, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,6,"[775, 23, 911, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,7,"[927, 23, 1064, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,8,"[1079, 23, 1216, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,9,"[1232, 23, 1367, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,1,10,"[1381, 23, 1518, 173]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,1,"[18, 189, 155, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,2,"[169, 189, 304, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,3,"[320, 189, 457, 337]",retained,map_road_bridge_ew,supplement_missing_material_or_function
06-1000263628.png,2,4,"[472, 189, 609, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,5,"[624, 189, 761, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,6,"[775, 189, 911, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,7,"[927, 189, 1064, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,8,"[1079, 189, 1216, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,9,"[1232, 189, 1367, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,2,10,"[1381, 189, 1517, 337]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,3,1,"[18, 353, 155, 501]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,3,2,"[169, 353, 304, 501]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,3,3,"[319, 354, 457, 502]",retained,map_rail_truss_ns,supplement_missing_material_or_function
06-1000263628.png,3,4,"[472, 354, 609, 502]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,3,5,"[624, 353, 761, 501]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,3,6,"[775, 354, 911, 502]",retained,map_rail_bridge_ew,supplement_missing_material_or_function
06-1000263628.png,3,7,"[927, 353, 1064, 502]",retained,map_rail_truss_ew,supplement_missing_material_or_function
06-1000263628.png,3,8,"[1079, 353, 1217, 502]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,3,9,"[1232, 353, 1367, 501]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,3,10,"[1381, 353, 1517, 502]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,1,"[18, 516, 155, 662]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,2,"[169, 516, 304, 661]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,3,"[320, 517, 457, 662]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,4,"[472, 517, 608, 661]",retained,map_crossing_closed,supplement_missing_material_or_function
06-1000263628.png,4,5,"[624, 517, 761, 661]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,6,"[775, 517, 911, 662]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,7,"[927, 517, 1064, 662]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,8,"[1079, 517, 1216, 662]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,9,"[1232, 517, 1367, 661]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,4,10,"[1381, 517, 1517, 662]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,5,1,"[18, 676, 155, 819]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,5,2,"[169, 676, 304, 819]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,5,3,"[320, 676, 457, 819]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,5,4,"[472, 676, 609, 819]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,5,5,"[624, 676, 761, 819]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,5,6,"[775, 676, 911, 819]",retained,map_road_cross_zebra,supplement_missing_material_or_function
06-1000263628.png,5,7,"[927, 676, 1064, 819]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,5,8,"[1079, 676, 1217, 819]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,5,9,"[1232, 676, 1367, 819]",retained,map_road_round_end_s,supplement_missing_material_or_function
06-1000263628.png,5,10,"[1381, 676, 1517, 819]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,6,1,"[18, 834, 155, 968]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,6,2,"[169, 834, 304, 969]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,6,3,"[320, 834, 457, 969]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,6,4,"[472, 834, 609, 969]",retained,map_parking_bay_s,supplement_missing_material_or_function
06-1000263628.png,6,5,"[624, 834, 761, 969]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,6,6,"[775, 834, 911, 969]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,6,7,"[927, 834, 1064, 969]",retained,map_parking_bay_ew,supplement_missing_material_or_function
06-1000263628.png,6,8,"[1079, 834, 1216, 969]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,6,9,"[1232, 834, 1366, 969]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,6,10,"[1381, 834, 1517, 969]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,7,1,"[18, 984, 155, 1126]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,7,2,"[169, 984, 304, 1126]",retained,map_road_median_long,supplement_missing_material_or_function
06-1000263628.png,7,3,"[319, 984, 457, 1126]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,7,4,"[472, 984, 609, 1126]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,7,5,"[624, 984, 761, 1126]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,7,6,"[775, 984, 911, 1126]",retained,map_road_median_round,supplement_missing_material_or_function
06-1000263628.png,7,7,"[927, 984, 1063, 1126]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,7,8,"[1079, 984, 1216, 1126]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,7,9,"[1232, 984, 1366, 1126]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,7,10,"[1381, 984, 1517, 1126]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,8,1,"[18, 1141, 155, 1280]",retained,map_retaining_wall,supplement_missing_material_or_function
06-1000263628.png,8,2,"[169, 1140, 304, 1280]",retained,map_retaining_stairs,supplement_missing_material_or_function
06-1000263628.png,8,3,"[320, 1141, 457, 1280]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,8,4,"[473, 1141, 608, 1280]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,8,5,"[624, 1141, 761, 1280]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,8,6,"[775, 1141, 911, 1280]",retained,map_waterfront_stairs,supplement_missing_material_or_function
06-1000263628.png,8,7,"[927, 1141, 1064, 1280]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,8,8,"[1079, 1141, 1216, 1280]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,8,9,"[1232, 1141, 1366, 1280]",retained,map_waterfront_wall,supplement_missing_material_or_function
06-1000263628.png,8,10,"[1381, 1141, 1517, 1280]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,9,1,"[18, 1294, 154, 1433]",retained,map_flowerbed,supplement_missing_material_or_function
06-1000263628.png,9,2,"[169, 1294, 304, 1433]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,9,3,"[320, 1294, 457, 1433]",retained,map_bench_flowers,supplement_missing_material_or_function
06-1000263628.png,9,4,"[473, 1294, 608, 1433]",retained,map_tree_planter,supplement_missing_material_or_function
06-1000263628.png,9,5,"[624, 1294, 760, 1433]",retained,map_lamps,supplement_missing_material_or_function
06-1000263628.png,9,6,"[775, 1294, 911, 1433]",retained,map_hedges,supplement_missing_material_or_function
06-1000263628.png,9,7,"[927, 1294, 1063, 1433]",retained,map_paving_t,supplement_missing_material_or_function
06-1000263628.png,9,8,"[1079, 1294, 1215, 1433]",retained,map_paving_edge,supplement_missing_material_or_function
06-1000263628.png,9,9,"[1232, 1294, 1366, 1433]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
06-1000263628.png,9,10,"[1382, 1294, 1517, 1433]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,1,"[17, 23, 156, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,2,"[169, 23, 305, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,3,"[318, 23, 456, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,4,"[470, 23, 609, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,5,"[623, 23, 761, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,6,"[774, 23, 913, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,7,"[927, 23, 1065, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,8,"[1079, 23, 1217, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,9,"[1230, 23, 1367, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,1,10,"[1380, 23, 1519, 172]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,1,"[17, 188, 156, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,2,"[169, 188, 305, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,3,"[318, 188, 456, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,4,"[470, 188, 609, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,5,"[623, 188, 761, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,6,"[774, 188, 913, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,7,"[927, 188, 1065, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,8,"[1079, 188, 1217, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,9,"[1230, 188, 1367, 362]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,2,10,"[1380, 188, 1519, 363]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,3,1,"[18, 380, 156, 551]",retained,map_rail_stop_e,supplement_missing_material_or_function
07-1000263633.png,3,2,"[169, 379, 305, 551]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,3,3,"[319, 379, 456, 551]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,3,4,"[470, 379, 609, 551]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,3,5,"[623, 379, 761, 551]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,3,6,"[774, 379, 913, 551]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,3,7,"[927, 379, 1065, 551]",retained,map_rail_overgrown,supplement_missing_material_or_function
07-1000263633.png,3,8,"[1079, 379, 1217, 551]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,3,9,"[1230, 379, 1367, 552]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,3,10,"[1380, 379, 1519, 552]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,4,1,"[18, 568, 156, 746]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
07-1000263633.png,4,2,"[169, 568, 305, 746]",excluded,,near_duplicate_or_alternative: 同用途・近似構図の候補を整理し、代表を採用
