id,name_ja,category,file,native_file,source,source_row,source_column,crop_xyxy,native_size,width_px,height_px,preview_grid_cells,original_footprint_known,anchor,alpha,resampling,scale_xy,style_group,connections_verified,seamless_verified,sha256,native_sha256
map_road_end_w,道路・西側接続の行き止まり,road,terrain/tiles_64/map_road_end_w.png,terrain/source_crops/map_road_end_w.png,03-1000263625.png,2,3,"[468, 303, 633, 469]","[165, 166]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.3878787878787879, 0.3855421686746988]",core,False,False,9c1441bf0767e0b94796b477de8f1425a79ab4a5eee004cbadb59fdde2d4fd34,a1c4b2640cd88f30c26c18287c6ca2b99d387f77262b2b9ad0f361d311a5b315
map_road_ew,道路・東西,road,terrain/tiles_64/map_road_ew.png,terrain/source_crops/map_road_ew.png,03-1000263625.png,1,2,"[258, 92, 422, 256]","[164, 164]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.3902439024390244, 0.3902439024390244]",core,False,False,373108a0cc147f94ff5e378aef56e56f3706345aad2a5aea20e1f613a10c450f,5f6905b7a74f01125a0995bd6cdb397c091ebd84a35b8bd3aaadf4fb60e46cba
map_road_median_long,道路・長い植栽帯,road,terrain/tiles_64/map_road_median_long.png,terrain/source_crops/map_road_median_long.png,06-1000263628.png,7,2,"[171, 986, 302, 1124]","[131, 138]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48854961832061067, 0.463768115942029]",supplement,False,False,6824dc021ffb514c6484068867e26484379fd0fe7bc9a035e78bbe7821d688b4,aa4211eb65730b173203ea8c9a66ada74da90eebd3a65e63ca2260deb820d783
map_road_median_round,道路・丸い植栽帯,road,terrain/tiles_64/map_road_median_round.png,terrain/source_crops/map_road_median_round.png,06-1000263628.png,7,6,"[777, 986, 909, 1124]","[132, 138]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48484848484848486, 0.463768115942029]",supplement,False,False,afef2e94f96fe998862023e665ae9c8607a511158e70a889695e448560bdc959,ea0c7d8ab0f9119c760a4a65d4ef0d46bb1fa4bc618d69a497ea09c71cf4c576
map_road_ne,道路・北東カーブ,road,terrain/tiles_64/map_road_ne.png,terrain/source_crops/map_road_ne.png,03-1000263625.png,1,4,"[676, 92, 837, 256]","[161, 164]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.39751552795031053, 0.3902439024390244]",core,False,False,41c52be22735a8e5ed83f78ea79a2657c0c67780a935ff33af1668f181987e7e,2db9aef35d65692fb3dbbe6372d61bb67a81e01730d98a17bbb712e97c9f0fba
map_road_ns,道路・南北,road,terrain/tiles_64/map_road_ns.png,terrain/source_crops/map_road_ns.png,03-1000263625.png,1,1,"[54, 92, 218, 257]","[164, 165]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.3902439024390244, 0.3878787878787879]",core,False,False,84697460fa391207e7e6d6755d9d8690ee409a8691e2b105c589ac3b47f5b4f6,6062bf54d9f32a18c356435b419f9a66f62a7f2c2188318545cdd56af93cbd0b
map_road_round_end_s,道路・丸い転回場,road,terrain/tiles_64/map_road_round_end_s.png,terrain/source_crops/map_road_round_end_s.png,06-1000263628.png,5,9,"[1234, 678, 1365, 817]","[131, 139]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48854961832061067, 0.460431654676259]",supplement,False,False,36bfc26c44d6055c28bc9faf5509dede6ac9070394ab757f22764dedd0c8f567,d9440bb0229da5b72d0947984043398e074b94315c00dc0153f00aa5be68132b
map_road_t_new,道路・北向き丁字路,road,terrain/tiles_64/map_road_t_new.png,terrain/source_crops/map_road_t_new.png,10-1000263629.png,2,2,"[170, 192, 302, 336]","[132, 144]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48484848484848486, 0.4444444444444444]",supplement,False,False,a2a5d1279c90d0c41f6e15b6af8b7c544f83d942aa63a8891031d32a7db7e9e9,e3c4a9d8bd39878f16776c55faca23e623ce28b656a2f7ee481e05437fd45303
map_road_t_wes,道路・南向き丁字路,road,terrain/tiles_64/map_road_t_wes.png,terrain/source_crops/map_road_t_wes.png,03-1000263625.png,1,6,"[1093, 92, 1269, 257]","[176, 165]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.36363636363636365, 0.3878787878787879]",core,False,False,ecb1202ec79d1aeaa82a7b2057d00d6f5ee4365efee4d14de47c85de9dfbef50,9b622119eb7f1eaab23df2892f8fc01642799c29edef57f936f34bf9894bfd65
map_road_turnaround_s,道路・四角い転回場,road,terrain/tiles_64/map_road_turnaround_s.png,terrain/source_crops/map_road_turnaround_s.png,03-1000263625.png,2,4,"[676, 303, 836, 469]","[160, 166]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.4, 0.3855421686746988]",core,False,False,83c2ba4ea0eeb71d793f4be87b9f08a1ba6771ec637967877b6e9b45ef8f53cd,70b3af8eb62b3dea7908e92bc9f53f98ea421c69a708ca05544f7ea965ed631e
map_road_wide_cross,広幅員道路・十字路,road,terrain/tiles_64/map_road_wide_cross.png,terrain/source_crops/map_road_wide_cross.png,10-1000263629.png,4,8,"[1082, 560, 1215, 742]","[133, 182]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48120300751879697, 0.3516483516483517]",supplement,False,False,f573176755afb4336655dfe3e50ff5c2b628ba99c7aa4cdbe91ce089a5eafac9,52b003aacb8203235d9e4b5aaad9af49de89976776a1fc00dece8a3556594882
map_road_wide_end_w,広幅員道路・西側接続の行き止まり,road,terrain/tiles_64/map_road_wide_end_w.png,terrain/source_crops/map_road_wide_end_w.png,10-1000263629.png,5,5,"[625, 762, 759, 946]","[134, 184]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.47761194029850745, 0.34782608695652173]",supplement,False,False,b0fa69be134f319085b00106bf6c5a58dc8635f7b878ba4a7a5178c0a0cb2072,ca965848c6b4fbe551951f8ce355400c0e02910f8acf3c9ca89a00005197bff5
map_road_wide_ew,広幅員道路・東西,road,terrain/tiles_64/map_road_wide_ew.png,terrain/source_crops/map_road_wide_ew.png,10-1000263629.png,4,2,"[170, 560, 302, 742]","[132, 182]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48484848484848486, 0.3516483516483517]",supplement,False,False,93d100acd76acdc2d1ed0ce50fb05d04902c10622ff80c2e3d28808384df72cd,34597585cea96b77ce2f6122e8440cf9c26d1413865e8fdf117388f386697ceb
map_road_wide_t_new,広幅員道路・北向き丁字路,road,terrain/tiles_64/map_road_wide_t_new.png,terrain/source_crops/map_road_wide_t_new.png,10-1000263629.png,4,6,"[777, 560, 910, 741]","[133, 181]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48120300751879697, 0.35359116022099446]",supplement,False,False,9d08864cc5b09156222255cdea37826238eac090d890ddd2a32b99b56e7411e6,806aeca6426ac116f426ec962ae6c3b9d3995f9a5de8fab6acee1518df03397b
map_road_wide_t_sew,広幅員道路・南向き丁字路,road,terrain/tiles_64/map_road_wide_t_sew.png,terrain/source_crops/map_road_wide_t_sew.png,10-1000263629.png,4,7,"[929, 560, 1063, 741]","[134, 181]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.47761194029850745, 0.35359116022099446]",supplement,False,False,3c653684869f901e2fbf6d3991c0cfce3de71861329786dedcce3727d8482ea6,8c974d24b0428f7a518345e053bf37a04f11be9209d959635dc9cd07dfde1506
map_road_wide_zebra,広幅員道路・横断歩道付き交差点,road,terrain/tiles_64/map_road_wide_zebra.png,terrain/source_crops/map_road_wide_zebra.png,10-1000263629.png,5,10,"[1382, 762, 1514, 945]","[132, 183]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48484848484848486, 0.34972677595628415]",supplement,False,False,b4a33a04ac4508dcd0376e03648c1d5672740bd716ce0caa335b1b18ece0e129,04c64dbd908ce225928c0d4daff17a60c2a7a49f0ae612ee17791557efd3f591
map_road_ws,道路・西南カーブ,road,terrain/tiles_64/map_road_ws.png,terrain/source_crops/map_road_ws.png,03-1000263625.png,1,3,"[463, 92, 629, 257]","[166, 165]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.3855421686746988, 0.3878787878787879]",core,False,False,be34a1db989ab224dcd647dc4698652e06b1f657df3d287f92490b49404e6c35,758858a9263a6dab7768d50a04f32339577aec93d019619021f6f678b5eb9887
map_road_yellow_curve,道路・黄色中央線のカーブ,road,terrain/tiles_64/map_road_yellow_curve.png,terrain/source_crops/map_road_yellow_curve.png,10-1000263629.png,4,10,"[1382, 560, 1515, 742]","[133, 182]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48120300751879697, 0.3516483516483517]",supplement,False,False,599dc6f288166d5e1626eef5e3b58b26b6d0159c0b49e2a39e385a75f8df09c7,129787f32f76f776d7f9e49b7c386faaa081b93662ece1b0fca7ae6b5cedbb00
map_road_zebra_ns,道路・南北の横断歩道,road,terrain/tiles_64/map_road_zebra_ns.png,terrain/source_crops/map_road_zebra_ns.png,10-1000263629.png,3,6,"[777, 357, 910, 539]","[133, 182]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48120300751879697, 0.3516483516483517]",supplement,False,False,1d7c93e3329e49ea2623a4f25614743ab7fb51535a24986cf105dc3f1198cab2,110adfbdb5a25e3ecd0f78a36a473f8b7c73291113ef42332a96f58ed1748730
map_grade_separation_cross,立体交差・東西高架と南北道路,structure,terrain/tiles_64/map_grade_separation_cross.png,terrain/source_crops/map_grade_separation_cross.png,03-1000263625.png,5,5,"[814, 942, 955, 1081]","[141, 139]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.45390070921985815, 0.460431654676259]",core,False,False,e0f24ac036b15181f96b58201ce8aab0a95edc1bb2236b21ed42cc053ad053f3,4a3322434dd3207661c5e7093ca515c92c8721b56c1c2bd07ff1e0967c00d414
map_rail_bridge_ew,鉄道橋・東西,structure,terrain/tiles_64/map_rail_bridge_ew.png,terrain/source_crops/map_rail_bridge_ew.png,06-1000263628.png,3,6,"[777, 356, 909, 500]","[132, 144]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48484848484848486, 0.4444444444444444]",supplement,False,False,0b507afdf094d5631dc29019cdad0711b84a8f160427ec2a4251535ed0051620,9dd21a11814e2538a9bb213140cbdec6423671cf21d3b211654f44f2932aef22
map_rail_bridge_ns,鉄道橋・南北,structure,terrain/tiles_64/map_rail_bridge_ns.png,terrain/source_crops/map_rail_bridge_ns.png,03-1000263625.png,5,2,"[259, 941, 422, 1081]","[163, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.39263803680981596, 0.45714285714285713]",core,False,False,2b0f502358a01174562452e14f31fe25c30e48d1077c8f7c0f5ae51161383d49,944e1fadeb2dbe3f3057862b9d086fe1e79a2d3af4fb5189f7c0207a60807989
map_rail_elevated_ew,線路高架・東西,structure,terrain/tiles_64/map_rail_elevated_ew.png,terrain/source_crops/map_rail_elevated_ew.png,03-1000263625.png,5,8,"[1345, 942, 1483, 1080]","[138, 138]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.463768115942029, 0.463768115942029]",core,False,False,8b7be709b6a0dedf35961d2cd3eebc521b07798d2539c171dfa9b859dcf5890b,807ad9ac6448a471f693ca3e46c25ee6f159f88418ad95c1c52983b225c1ac6c
map_rail_truss_ew,鉄道トラス橋・東西,structure,terrain/tiles_64/map_rail_truss_ew.png,terrain/source_crops/map_rail_truss_ew.png,06-1000263628.png,3,7,"[929, 355, 1062, 500]","[133, 145]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48120300751879697, 0.4413793103448276]",supplement,False,False,f863debb76b1ed39ad09a46c15b52543c96a94413eedd0d2565e01585f1a715c,e8177973b5212d3dfe53c6384301440b3a0c3d704568d5bc0587937b4e581128
map_rail_truss_ns,鉄道トラス橋・南北,structure,terrain/tiles_64/map_rail_truss_ns.png,terrain/source_crops/map_rail_truss_ns.png,06-1000263628.png,3,3,"[321, 356, 455, 500]","[134, 144]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.47761194029850745, 0.4444444444444444]",supplement,False,False,58233136a66b9ba1483bc6d9396dfe4f4ee2abf7995a19f3fc9ff7021a8a540e,fe91f88253dff9465f4401614e7e77b6cad5c42920aab146a991071f41a6d36b
map_rail_tunnel_s,鉄道トンネル入口,structure,terrain/tiles_64/map_rail_tunnel_s.png,terrain/source_crops/map_rail_tunnel_s.png,03-1000263625.png,5,4,"[643, 941, 782, 1081]","[139, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.460431654676259, 0.45714285714285713]",core,False,False,6578565636bbfa0e8dbfbc39b07dbc1e540374be9aeed3106690374e587fe23a,558b71c36abc31aa79e2e9a75cafffbf16957cfaac72d62678d3d4f11a1d1278
map_retaining_stairs,擁壁・階段,structure,terrain/tiles_64/map_retaining_stairs.png,terrain/source_crops/map_retaining_stairs.png,06-1000263628.png,8,2,"[171, 1142, 302, 1278]","[131, 136]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48854961832061067, 0.47058823529411764]",supplement,False,False,1d41b0d304dc44fff213e5f20a4145626e49f42db877b7d0e38f450418250ee3,adb2cf2ec0960c778d3f29b3f988b6c4c2d8d39bc46f05cba54c2b47234c5304
map_retaining_wall,擁壁・柵,structure,terrain/tiles_64/map_retaining_wall.png,terrain/source_crops/map_retaining_wall.png,06-1000263628.png,8,1,"[20, 1143, 153, 1278]","[133, 135]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48120300751879697, 0.4740740740740741]",supplement,False,False,a25cead5a7037691d0220f2bf11b019f5f52be0df62db74f892d2d565a262d98,88e56bbb3cf5fd03cad0b89f771b1c3dd088f6ecb50e390738885e845923c57d
map_road_bridge_ew,道路橋・東西,structure,terrain/tiles_64/map_road_bridge_ew.png,terrain/source_crops/map_road_bridge_ew.png,06-1000263628.png,2,3,"[322, 191, 455, 335]","[133, 144]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48120300751879697, 0.4444444444444444]",supplement,False,False,326ac80fbeda86522aa12a4e1915c992c2580cc46d7a24d1bb7fe22b48965b3d,2410cc77e3640ba39990c0eceb305fa0050f8d9e12d98afbed3187d58defbf62
map_road_bridge_ns,道路橋・南北,structure,terrain/tiles_64/map_road_bridge_ns.png,terrain/source_crops/map_road_bridge_ns.png,03-1000263625.png,5,1,"[53, 941, 215, 1081]","[162, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.3950617283950617, 0.45714285714285713]",core,False,False,8be6851218333d17924af609a2459dc9f6b1f25daa903343435cd743ab590705,deb2ef9b75d1573a5102ecdd172ba95fd62cf27aa68d60b5f1b635c5ede6859e
map_road_elevated_ew,道路高架・東西,structure,terrain/tiles_64/map_road_elevated_ew.png,terrain/source_crops/map_road_elevated_ew.png,03-1000263625.png,5,7,"[1167, 942, 1307, 1080]","[140, 138]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.45714285714285713, 0.463768115942029]",core,False,False,667bb53a5a021f58dd6734a45f0cba9ff8f7f2e63b163f206a29a7feab239c12,ab7741235d9d05430aa754348e1c23455054b56bb0b9f20b36212d912d2f0f48
map_road_tunnel_s,道路トンネル入口,structure,terrain/tiles_64/map_road_tunnel_s.png,terrain/source_crops/map_road_tunnel_s.png,03-1000263625.png,5,3,"[463, 941, 609, 1081]","[146, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.4383561643835616, 0.45714285714285713]",core,False,False,99006354f4db6d3653d5b76782d04c4b35bf11b99ef826ca273cc66cb87ecc08,6d49047796c829366e54c33b6757905fddff5de327366f6cf4aa8d5a44ecc350
map_waterfront_stairs,水辺・階段,structure,terrain/tiles_64/map_waterfront_stairs.png,terrain/source_crops/map_waterfront_stairs.png,06-1000263628.png,8,6,"[777, 1143, 909, 1278]","[132, 135]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48484848484848486, 0.4740740740740741]",supplement,False,False,801d5695e7d97dec248bce08cacd97cceea2480795d51fafed30d17429225525,859b6917cb523220abdfc3d0532b5ae8b513541b796329926fd362030942879d
map_waterfront_wall,水辺・護岸と柵,structure,terrain/tiles_64/map_waterfront_wall.png,terrain/source_crops/map_waterfront_wall.png,06-1000263628.png,8,9,"[1234, 1143, 1364, 1278]","[130, 135]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.49230769230769234, 0.4740740740740741]",supplement,False,False,2a13fa0a8ab892a428f273ba4b88a67fcab62635c4d12da54dba85d985682e57,66fe5ed3a2fee67510d860680acd2acd61ce097323809af8a89d860b54f407f5
map_channel_diagonal,水路・斜め,water,terrain/tiles_64/map_channel_diagonal.png,terrain/source_crops/map_channel_diagonal.png,02-1000263624.png,4,6,"[925, 554, 1070, 694]","[145, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.4413793103448276, 0.45714285714285713]",core,False,False,4d563fa58ceffafc588b54c50e7cd552ce813ea64b0504b49ee899fad0fcc19e,c053f0deb7c1ef6e78b2061ca067f7d680f4fdd53ff84215a3a3f2e66a9e77b5
map_coast_headland,海岸・水面の張り出し,water,terrain/tiles_64/map_coast_headland.png,terrain/source_crops/map_coast_headland.png,02-1000263624.png,6,8,"[1347, 909, 1506, 1072]","[159, 163]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.4025157232704403, 0.39263803680981596]",core,False,False,5975528e39ce0d21836ee7b0aa78e76cba51d9bb6e1f49834108428666e4e95f,b7287e2c82b96b11a85dbabec52dbdb02a8a00de4426a8ac8430292a9c9f9e27
map_coast_land_e,海岸・東側陸地,water,terrain/tiles_64/map_coast_land_e.png,terrain/source_crops/map_coast_land_e.png,02-1000263624.png,2,6,"[754, 231, 875, 358]","[121, 127]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5289256198347108, 0.5039370078740157]",core,False,False,9a6f87395be4148ef50addd5c9143380e5ee37dcf0add91bad2a6022e21438df,e73322ce05b4d41522911936b1743eb951a7f0a63f5c8992b0e310212a531d03
map_coast_land_e_bulge,海岸・東側陸地の張り出し,water,terrain/tiles_64/map_coast_land_e_bulge.png,terrain/source_crops/map_coast_land_e_bulge.png,02-1000263624.png,3,5,"[748, 395, 872, 518]","[124, 123]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5161290322580645, 0.5203252032520326]",core,False,False,964869276904d6c7767bd31fff4daa8b47b051b084f5fd703a32ab0431f0159e,999dddc99e0d03341a9507bf98f32e41d58d9a4093c3d345e8edcca881c4341d
map_coast_land_e_step,海岸・東側陸地の張り出し,water,terrain/tiles_64/map_coast_land_e_step.png,terrain/source_crops/map_coast_land_e_step.png,02-1000263624.png,2,7,"[899, 231, 1034, 358]","[135, 127]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.4740740740740741, 0.5039370078740157]",core,False,False,119318bd4df1a9659df7ff8e59e52d03fca503748fc190f5db9aa0ff9012f276,cf6fbe53a6a7e1bfa6ebc4609b4bb57985da7c4e7d2f3b694fe4b77c95e4b40f
map_coast_land_s,海岸・南側陸地,water,terrain/tiles_64/map_coast_land_s.png,terrain/source_crops/map_coast_land_s.png,02-1000263624.png,2,1,"[29, 231, 152, 358]","[123, 127]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5203252032520326, 0.5039370078740157]",core,False,False,b9eb595ce0f917e9dca4f61ead6e2b2ed7f4547cc29ef59aa7215fa8434317b4,04c86bb38a3cae7d50d5490ee0ea7d05625d46e356f28013baf5bdc0becc1ca3
map_coast_land_s_inlet,海岸・南側陸地の入り江,water,terrain/tiles_64/map_coast_land_s_inlet.png,terrain/source_crops/map_coast_land_s_inlet.png,02-1000263624.png,3,6,"[901, 395, 1025, 518]","[124, 123]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5161290322580645, 0.5203252032520326]",core,False,False,8259109b7cff31ebd2134049753c010a4c462c5de199815525c05200adfdd212,a57997a488d452b7cdbc34c4fce59d0cbb86689dd46a36d43dc24b778d78805b
map_coast_land_s_wavy,海岸・南側陸地の湾曲,water,terrain/tiles_64/map_coast_land_s_wavy.png,terrain/source_crops/map_coast_land_s_wavy.png,02-1000263624.png,2,2,"[170, 231, 290, 358]","[120, 127]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5333333333333333, 0.5039370078740157]",core,False,False,4ef1f365bd47929a0f6df946be6e7c7b329e371ba4932d2ff6a7fdb04f9ef9fb,b1cb9a8d3e1a955b7fd12952387cb30a0f058791e88eeb72a00ecfb204cb09bb
map_coast_land_se,海岸・南東側陸地,water,terrain/tiles_64/map_coast_land_se.png,terrain/source_crops/map_coast_land_se.png,02-1000263624.png,3,8,"[1216, 395, 1344, 519]","[128, 124]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5, 0.5161290322580645]",core,False,False,4bf67ad3bab38d5e2a2f0390b03cce642382a69d72fbcdf67cad444bed261d2d,1bf3389514581526ee037de395095825d7e72f09cadf4fcc387d7aafe335e41f
map_coast_land_sw,海岸・南西側陸地,water,terrain/tiles_64/map_coast_land_sw.png,terrain/source_crops/map_coast_land_sw.png,02-1000263624.png,2,5,"[601, 231, 726, 358]","[125, 127]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.512, 0.5039370078740157]",core,False,False,028151d7a1e7c7638e278408843865d7b0f6a56a4ecd545e390ab32267bcb025,dfc89a42aa82582b1b22ca1ff3087b90dbca624f6d9fa12562fcc92567eebfdf
map_coast_land_sw_square,海岸・南西側陸地の直角,water,terrain/tiles_64/map_coast_land_sw_square.png,terrain/source_crops/map_coast_land_sw_square.png,02-1000263624.png,2,8,"[1063, 231, 1190, 358]","[127, 127]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5039370078740157, 0.5039370078740157]",core,False,False,0c4ec1daf432e8835cd452cfc0a9b6ccef85b7f2172ebd5a7ac9c3eb1fa22233,9eb6e2f74ab2d30cede3f65a7bfbeef7545f49c0b51f06760c6e7b7a530ebf06
map_coast_land_w_bulge,海岸・西側陸地の張り出し,water,terrain/tiles_64/map_coast_land_w_bulge.png,terrain/source_crops/map_coast_land_w_bulge.png,02-1000263624.png,3,4,"[602, 395, 719, 519]","[117, 124]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5470085470085471, 0.5161290322580645]",core,False,False,0ccfe80d03d7e9be68d5380c83826bb016a2af75e2477ad72cf95353b27fe7f3,36bc94ff39dd8d9e7f2d88c54d9abd4b9133677318e76f289b234be973bbfa21
map_coast_water_ne,海岸・北東側水面,water,terrain/tiles_64/map_coast_water_ne.png,terrain/source_crops/map_coast_water_ne.png,02-1000263624.png,3,1,"[30, 395, 152, 518]","[122, 123]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5245901639344263, 0.5203252032520326]",core,False,False,a51ef0f13ec54263136fb33836258d2068b98d11e7962fa608c7897072e676b6,e0f2cf3daf2461dda5341a64c71ec7e990632e8c7ff43aacf7dedc440b89d2a7
map_coast_water_nw,海岸・北西側水面,water,terrain/tiles_64/map_coast_water_nw.png,terrain/source_crops/map_coast_water_nw.png,02-1000263624.png,3,2,"[178, 395, 302, 518]","[124, 123]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.5161290322580645, 0.5203252032520326]",core,False,False,e2b2dcabb5992983f85df6bf197a4add1aad89b3396c58b049e9744ebbb43308,a34cca11bb80242984a9fa541d82032ceca521d6e41c813a98e3a82086c0b9d1
map_inlet_w,入り江・西側から,water,terrain/tiles_64/map_inlet_w.png,terrain/source_crops/map_inlet_w.png,02-1000263624.png,4,4,"[589, 554, 722, 694]","[133, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48120300751879697, 0.45714285714285713]",core,False,False,f3db11f6c1047059b7087cd1083eb392ed2a3c19f83d01a8b6ed81ae3626f81e,0c63a4e2edb040b39fdb0b96d60f9fdf82080008cd0357367047b1538a0b50c0
map_pond_channel_s,池・南側流出口,water,terrain/tiles_64/map_pond_channel_s.png,terrain/source_crops/map_pond_channel_s.png,02-1000263624.png,4,8,"[1315, 554, 1502, 694]","[187, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.3422459893048128, 0.45714285714285713]",core,False,False,62167d1f66b51249e3a38943971ccf92ee77004e7a16098419d0a81021919994,cf2f1b456450fbd64f312bafe7c40b8361354fd260d24443a7d28606b674e4b7
map_pond_irregular,池・変形,water,terrain/tiles_64/map_pond_irregular.png,terrain/source_crops/map_pond_irregular.png,02-1000263624.png,4,2,"[234, 554, 383, 694]","[149, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.42953020134228187, 0.45714285714285713]",core,False,False,8316beec724d814969062e603a98761e17210a658ad327e53b08f33eeb8bc5b1,2ae6fb8d564e3cd0269bac27953757bc3f5bc7b76a586aa6934e6665fbc33ff2
map_pond_round,池・円形,water,terrain/tiles_64/map_pond_round.png,terrain/source_crops/map_pond_round.png,02-1000263624.png,4,1,"[35, 554, 205, 694]","[170, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.3764705882352941, 0.45714285714285713]",core,False,False,42171b010700ecd002dc272d2f965d433e957954490f08b5caab51aa8b6505a7,3a81736f4eb68ccad558ecdc8e5272c08c72680008213793fb983037af2b07c8
map_pond_small,池・小型,water,terrain/tiles_64/map_pond_small.png,terrain/source_crops/map_pond_small.png,02-1000263624.png,4,3,"[414, 554, 560, 694]","[146, 140]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.4383561643835616, 0.45714285714285713]",core,False,False,25c52357a0a4b84ebc169111e0b6a77cad18ff538e5b297a68ee13868d94a2f3,47e31578703e91de67c5fb1b9f275944498388f8005e6528f4efdf3f72772f68
map_river_basin_s,川・南側の水域へ,water,terrain/tiles_64/map_river_basin_s.png,terrain/source_crops/map_river_basin_s.png,02-1000263624.png,6,6,"[991, 908, 1138, 1072]","[147, 164]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.43537414965986393, 0.3902439024390244]",core,False,False,f0ed274019a24b26fc8f19b84b398461900424bae070564f8869d84ffd27fa78,d7ef3b7fa2b9c9ebcfe10216330ac0e94ec074267d85c5edd38413c9a026b2b2
map_river_cross,川・十字,water,terrain/tiles_64/map_river_cross.png,terrain/source_crops/map_river_cross.png,02-1000263624.png,5,8,"[1219, 732, 1350, 871]","[131, 139]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.48854961832061067, 0.460431654676259]",core,False,False,7c5ed718333a93a08958ca583f9767734192cb3ba899cfc1bbaa64e8ffd7d03c,ad2b1b31ad359bbb4a43b787e9c4119eff86cfd4a23f81fbe36aaf49280879a2
map_river_es,川・東南カーブ,water,terrain/tiles_64/map_river_es.png,terrain/source_crops/map_river_es.png,02-1000263624.png,5,4,"[523, 732, 670, 871]","[147, 139]",64,64,"[1, 1]",False,top_left,opaque,nearest_to_square,"[0.43537414965986393, 0.460431654676259]",core,False,False,486ce195a4f98bb1852f1c1ca1a4396c62b342f65ba8af29a451ed5f52546ef7,450fb1fd5e98fd8845813953e390f5e911144cff0ded2d91ae20b0dab2307026
